Age,d (0.1),d (0.5),d (0.9),Result 0.02µm-3.89µm,Result 3.90µm-7.79µm,Result 7.80µm-15.59µm,Result 15.60µm-30.99µm,Result 31.00µm-62.49µm,Result 62.50µm-124.99µm,Result 125.00µm-249.99µm,Result 250.00µm-499.99µm,Result 500.00µm-1000.00µm,Result 1000.01µm-2000.00µm,Mode,Clay,Silt,Sand
8203.07,1.12,4.38,17.48,45.55,24.63,17.67,8.47,2.46,0.77,0.3,0.01,0,0,4.11,45.55,53.23,1.07
8213.42,1.4,5.63,21.2,36.52,25.34,21.38,12.04,3.88,0.63,0.06,0,0,0,5.62,36.52,62.64,0.68
8223.78,1.37,6.05,23.81,34.87,23.88,21.72,13.32,4.77,1.11,0.18,0,0,0,6.34,34.87,63.68,1.3
8234.13,1.32,6.07,24.49,35.28,23.1,21.28,13.94,5.17,0.87,0.22,0,0,0,6.32,35.28,63.49,1.09
8244.48,,,,,,,,,,,,,,,,,
8254.83,,,,,,,,,,,,,,,,,
8265.18,,,,,,,,,,,,,,,,,
8275.53,,,,,,,,,,,,,,,,,
8285.88,,,,,,,,,,,,,,,,,
8296.23,,,,,,,,,,,,,,,,,
8306.58,,,,,,,,,,,,,,,,,
8316.93,,,,,,,,,,,,,,,,,
8327.29,,,,,,,,,,,,,,,,,
8337.64,,,,,,,,,,,,,,,,,
8347.99,,,,,,,,,,,,,,,,,
8358.34,,,,,,,,,,,,,,,,,
8368.69,,,,,,,,,,,,,,,,,
8379.04,,,,,,,,,,,,,,,,,
8389.39,,,,,,,,,,,,,,,,,
8399.74,,,,,,,,,,,,,,,,,
8410.09,,,,,,,,,,,,,,,,,
8420.44,,,,,,,,,,,,,,,,,
8430.8,,,,,,,,,,,,,,,,,
8441.15,,,,,,,,,,,,,,,,,
8451.5,,,,,,,,,,,,,,,,,
8461.85,,,,,,,,,,,,,,,,,
8472.2,,,,,,,,,,,,,,,,,
8482.55,,,,,,,,,,,,,,,,,
8492.9,,,,,,,,,,,,,,,,,
8503.25,,,,,,,,,,,,,,,,,
8513.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
8534.31,1.34,5.97,24.91,35.8,23.07,20.89,13.42,5.35,1.13,0.2,0,0,0,6.1,35.8,62.72,1.33
8544.66,1.29,5.14,19.11,39.58,25.78,20.42,10.29,3.03,0.59,0.16,0,0,0,5.21,39.58,59.52,0.75
8555.01,1.27,5.61,23.89,37.9,22.81,20.16,12.83,4.89,0.93,0.3,0.03,0,0,5.38,37.9,60.69,1.27
8565.36,1.28,5.49,21.59,38.3,23.59,20.83,12.52,4.02,0.49,0.1,0,0,0,5.63,38.3,60.96,0.59
8575.71,1.25,5.72,24.61,37.7,22.24,20.51,12.6,4.86,1.37,0.57,0.03,0,0,6.41,37.7,60.2,1.96
8586.06,1.26,5.69,23.98,37.38,23.06,20.32,12.97,5.18,0.92,0.03,0,0,0,5.72,37.38,61.53,0.94
8596.41,1.09,5.26,26.06,40.8,20.87,18.32,12.31,5.5,1.7,0.38,0,0,0,4.81,40.8,56.99,2.08
8606.76,1.33,6.4,34.6,34.66,21.33,19.17,13.15,7.78,3.21,0.56,0.01,0,0,5.93,34.66,61.42,3.78
8617.11,1.27,6.37,27.71,34.84,21.42,20.7,14.72,6.3,1.62,0.27,0,0,0,7.05,34.84,63.13,1.89
8627.46,1.24,5.59,22.54,37.81,23.39,20.73,12.6,4.52,0.79,0.01,0,0,0,5.76,37.81,61.24,0.8
8637.82,1.19,4.48,20.93,44.92,23.21,16.73,9.77,4.09,1,0.14,0,0,0,3.62,44.92,53.8,1.14
8648.17,1.13,4.27,19.1,46.53,23.43,16.49,9.08,3.38,0.8,0.11,0.05,0,0,3.6,46.53,52.38,0.95
8658.52,1.3,3.81,11.01,51.08,29.53,14.96,4.15,0.11,0,0,0,0,0,3.72,51.08,48.75,0
8668.87,1.44,4.47,12.94,43.44,31,18.96,5.85,0.57,0,0,0,0,0,4.52,43.44,56.39,0
8679.22,1.62,5.29,15.26,36.41,30.76,23.17,8.67,0.82,0,0,0,0,0,5.58,36.41,63.41,0
8689.57,1.71,6.18,19.62,31.68,27.77,24.65,12.92,2.81,0,0,0,0,0,6.54,31.68,68.16,0
8699.92,1.67,6.08,18.35,32.08,28.4,25.27,11.92,2.14,0.03,0,0,0,0,6.79,32.08,67.73,0.03
8710.27,1.91,7.11,20.32,26.35,27.67,28.38,14.38,2.93,0.11,0,0,0,0,8.16,26.35,73.37,0.11
8720.62,1.6,11.39,78.4,25.66,15.99,14.62,14.52,15.16,9.77,3.31,0.79,0.07,0,5.92,25.66,60.29,13.94
8730.97,1.32,4.96,16.48,40.39,27.24,21.05,9.23,1.77,0.17,0,0,0,0,5.18,40.39,59.28,0.17
8741.33,1.5,6.79,25.24,31.59,23.15,23.32,15.08,5.2,1.21,0.31,0,0,0,8.29,31.59,66.75,1.51
8751.68,1.09,4.14,16.21,47.67,24.27,17.24,8.08,2.21,0.39,0,0,0,0,3.76,47.67,51.79,0.39
8762.03,1.17,4.14,16.82,47.6,24.23,16.71,8.41,2.37,0.49,0.04,0,0,0,3.51,47.6,51.72,0.53
8772.38,1.32,6.78,28.45,33.43,20.91,21.59,15.33,6.74,1.73,0.13,0,0,0,9.01,33.43,64.58,1.86
8782.73,1.37,7.78,50.29,31.21,18.76,19.28,14.5,8.22,5.3,1.94,0.55,0.11,0,9.05,31.21,60.77,7.9
8793.08,1.7,8.01,27.41,26.58,22.34,25.58,17.57,6.36,1.27,0.14,0.02,0,0,10.06,26.58,71.86,1.42
8803.43,1.33,6.09,23.26,35.07,23.45,22.15,13.58,4.52,0.83,0.23,0.03,0,0,7.07,35.07,63.7,1.08
8813.78,1.22,5.55,20.67,38.35,23.07,21.79,12.88,3.42,0.34,0.01,0,0,0,7.21,38.35,61.16,0.35
8824.13,1.26,5.94,22.83,36.27,22.92,22.05,13.09,4.16,0.98,0.35,0.05,0,0,7.59,36.27,62.22,1.37
8834.48,1.43,6.17,23.14,34.4,23.6,22.42,14.05,4.5,0.83,0.06,0,0,0,6.96,34.4,64.57,0.88
8844.84,1.33,5.56,21.11,37.15,25.03,21.22,11.87,3.9,0.66,0.02,0,0,0,5.67,37.15,62.03,0.68
8855.19,1.57,9.56,50.89,26.34,17.78,19.78,17.23,11.38,5.22,1.24,0.71,0.19,0,11.18,26.34,66.17,7.37
8865.54,1.38,8.19,47.54,29.93,18.53,20.56,15.55,7.54,4.08,2.19,1.27,0.24,0,10.74,29.93,62.18,7.77
8875.89,1.12,4.98,22.52,41.97,22.19,18.8,10.87,3.9,1.11,0.35,0.49,0.18,0,4.58,41.97,55.76,2.13
8886.24,1.25,5.86,21.25,36.56,23.18,22.53,13.49,3.39,0.42,0.21,0.06,0,0,7.71,36.56,62.6,0.69
8896.59,1.28,6.53,26.93,34,21.77,22.1,13.96,4.65,1.24,0.93,1.02,0.2,0,8.45,34,62.48,3.38
8906.94,1.47,8.81,75.18,28.41,17.95,21.29,16.35,4.88,5.42,5.46,0.11,0,0,12.9,28.41,60.47,10.99
8917.29,1.4,7.52,45.65,31.24,19.74,19.84,14.31,7.41,4.19,2.12,0.95,0.08,0,8.3,31.24,61.29,7.34
8927.64,1.42,7.55,31.84,30.56,20.36,22.13,16.4,7.06,2.16,1.05,0.17,0,0,10.16,30.56,65.94,3.37
8937.99,1.22,7.14,70.75,33.57,18.77,17.95,12.6,6.29,3.65,3.76,2.97,0.33,0,6.95,33.57,55.6,10.71
8948.35,1.5,6.81,27.77,32.15,22.29,22.15,15.03,6.27,1.61,0.37,0,0,0,8.04,32.15,65.74,1.97
8958.7,1.45,6.88,25.59,31.94,22.2,23.09,15.98,5.7,0.93,0.03,0,0,0,9.13,31.94,66.96,0.96
8969.05,1.59,6.49,23.97,32.14,24.29,22.77,15.07,5.06,0.51,0,0,0,0,6.51,32.14,67.2,0.51
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
9010.45,1.35,5.27,23.86,39.79,22.55,18.99,12.2,4.66,1.19,0.46,0.01,0,0,3.81,39.79,58.4,1.66
9020.8,2.16,14.79,83.4,19.17,13.99,18.3,19.28,14.3,10.51,4.03,0.32,0,0,17.71,19.17,65.87,14.86
9031.15,1.16,7.08,48.29,35.25,17.01,16.47,14.26,9.93,4.84,1.41,0.65,0.06,0,4.13,35.25,57.67,6.96
9041.5,1.28,6.43,30.34,34.96,20.85,19.95,14.45,7.07,2.24,0.33,0.02,0,0,6.72,34.96,62.32,2.6
9051.86,1.16,5.93,30.4,37.66,20.22,18.88,13.39,6.46,2.18,0.48,0.47,0.14,0,5.59,37.66,58.96,3.26
9062.21,1.21,6.91,48.47,34.68,18.44,17.21,13.36,8.96,4.95,1.62,0.63,0.05,0,5.49,34.68,57.96,7.24
9072.56,1.46,7.82,32.52,29.99,19.82,21.45,17.69,8.53,2,0.36,0.02,0,0,11.06,29.99,67.5,2.38
9082.91,1.34,7.71,34.54,30.83,19.41,21.46,16.38,8.33,2.83,0.58,0.04,0,0,10.44,30.83,65.59,3.46
9093.26,1.04,5.55,30.86,40.18,19.02,17.75,12.99,6.94,2.7,0.29,0,0,0,4.35,40.18,56.71,2.99
9103.61,1.01,4.83,23.84,43.03,21.74,17.5,11.03,5.07,1.46,0.03,0,0,0,4.39,43.03,55.35,1.49
9113.96,1.28,4.97,18.48,40.66,26.07,19.82,9.81,2.97,0.52,0,0,0,0,4.88,40.66,58.66,0.52
9124.31,1.24,5.01,18.94,40.52,25.68,19.87,10.03,3.15,0.59,0.01,0,0,0,5.02,40.52,58.73,0.59
9134.66,1.48,8.39,35.5,27.39,20.07,23.32,17.02,7.23,2.4,0.53,0.93,0.99,0,10.54,27.39,67.63,4.85
9145.01,1.91,6.89,25.43,27.82,27.05,23.9,14.22,5.84,1,0,0,0,0,6.51,27.82,71.02,1
9155.37,1.35,6.15,26.45,34.96,22.84,20.94,13.39,5.35,1.6,0.51,0.27,0,0,6.25,34.96,62.52,2.38
9165.72,1.44,7.6,34.41,30.51,20.16,21.07,16.37,8.06,2.54,0.79,0.33,0.03,0,9.39,30.51,65.67,3.69
9176.07,1.17,6.58,34.75,35.32,19.49,19.42,14.09,6.51,2.12,0.62,1.25,1.06,0,8.23,35.32,59.5,5.05
9186.42,1.15,5.52,24.68,38.81,22.21,19.66,12.4,5.32,1.39,0.08,0,0,0,5.67,38.81,59.59,1.47
9196.77,1.51,7.26,25.38,30.58,21.73,24.21,16.89,5.3,1.03,0.13,0,0,0,10.86,30.58,68.11,1.16
9207.12,1.45,6.41,22.97,33.08,23.86,23.42,14.22,4.39,0.81,0.06,0,0,0,7.78,33.08,65.9,0.87
9217.47,1.52,7.13,23.12,30.85,22.16,25.26,16.98,4.04,0.48,0.08,0,0,0,11.12,30.85,68.45,0.56
9227.82,1.19,5.5,25.08,39.66,20.8,19.54,12.95,5.32,1.32,0.27,0,0,0,6.7,39.66,58.61,1.59
9238.17,1.13,5,22.79,41.9,22.01,18.56,11.68,4.72,0.92,0.07,0,0,0,4.45,41.9,56.97,0.99
9248.52,1.36,5.59,20.34,37.27,24.62,22.06,11.7,3.31,0.84,0.06,0,0,0,6.41,37.27,61.69,0.9
9258.88,1.43,5.46,20.85,37.6,25.26,21.01,11.25,3.6,0.88,0.25,0,0,0,5.34,37.6,61.11,1.14
9269.23,1.44,6.16,22.49,34.38,23.89,22.98,13.35,4.12,0.96,0.17,0,0,0,7.6,34.38,64.35,1.13
9279.58,1.46,6.61,23.51,32.91,22.73,23.91,14.57,4.39,1.2,0.14,0,0,0,9.4,32.91,65.6,1.34
9289.93,1.36,6.39,26.07,34.94,21.2,21.56,14.92,5.53,1.39,0.32,0,0,0,9.26,34.94,63.2,1.72
9300.28,1.53,6.24,21.11,33.54,24.53,24.02,13.85,3.4,0.45,0.05,0,0,0,7.96,33.54,65.81,0.49
9310.63,2.21,7.36,18.96,23.01,29.83,31.52,12.19,2.17,0.82,0.25,0.04,0,0,8.36,23.01,75.71,1.1
9320.98,0.94,4.51,27.99,45.75,18.77,15.69,10.95,5.99,2.47,0.26,0,0,0,3.18,45.75,51.39,2.73
9331.33,1.27,6.92,31.5,33.31,20.26,20.97,15.09,6.66,1.87,0.33,0.87,0.51,0,9.13,33.31,62.98,3.58
9341.68,1.49,7.82,44.83,29.68,20.14,20.43,14.88,7.63,4.02,2.04,0.97,0.08,0,8.38,29.68,63.08,7.11
9352.03,1.35,6.68,25.77,33.2,21.8,22.43,15.6,5.8,1.03,0.01,0,0,0,8.94,33.2,65.62,1.04
9362.39,1.32,6.41,25.82,34.4,21.88,21.72,14.88,5.83,1.11,0.04,0,0,0,8.04,34.4,64.31,1.15
9372.74,1.45,6.74,25.98,32.7,22.03,22.42,15.78,5.87,0.93,0.13,0,0,0,8.63,32.7,66.1,1.06
9383.09,1.56,7.36,30.34,29.71,22.12,22.59,15.77,6.18,1.67,0.78,0.89,0.15,0,8.39,29.71,66.66,3.49
9393.44,1.71,7.98,28.25,27.26,21.83,24.11,18.54,7.37,0.74,0,0,0,0,10.25,27.26,71.85,0.74
9403.79,1.76,8.5,30.87,26.09,20.9,23.59,19.38,8.78,1.13,0,0,0,0,11.12,26.09,72.64,1.13
9414.14,1.23,5.56,22.45,38.22,22.89,20.75,12.81,4.41,0.79,0,0,0,0,5.9,38.22,60.85,0.79
9424.49,1.39,5.2,18.62,38.68,26.74,20.76,10.46,2.85,0.35,0,0,0,0,5.05,38.68,60.81,0.35
9434.84,1.47,6.83,25.47,31.43,23.22,23.54,14.77,5.47,1.34,0.1,0,0,0,8.29,31.43,66.99,1.44
9445.19,1.29,6.41,27,34.58,21.59,21.19,14.75,6.24,1.44,0.07,0,0,0,7.69,34.58,63.77,1.52
9455.54,1.38,5.94,29.42,36.16,22.38,19.09,12.98,6.7,2.36,0.19,0,0,0,4.79,36.16,61.15,2.54
9465.9,1.43,6.87,26.44,31.95,22.27,22.86,15.38,5.68,1.14,0.22,0.29,0.07,0,8.67,31.95,66.2,1.71
9476.25,1.34,7.05,31.81,32.55,20.45,21.17,15.3,6.55,1.78,0.51,1.09,0.46,0,9.2,32.55,63.48,3.84
9486.6,1.33,6.37,27.1,34.33,22.26,21.47,13.74,5.42,1.44,0.65,0.51,0.04,0,7.52,34.33,62.88,2.65
9496.95,1.32,6.31,27.13,34.68,22.19,21.14,13.84,6.1,1.79,0.12,0,0,0,7.17,34.68,63.27,1.91
9507.3,1.8,11.61,166.09,23.81,16.43,16.33,12.02,7.53,9.08,10.46,4.1,0.12,0,7.8,23.81,52.31,23.77
9517.65,1.47,8.27,37.96,28.91,19.23,20.88,17.17,9.72,3.08,0.46,0.32,0.1,0,10.34,28.91,67,3.96
9528,1.6,9.65,58.53,25.67,18.18,19.1,15.57,12.33,6.8,1.49,0.68,0.07,0,8.64,25.67,65.18,9.03
9538.35,1.37,6.68,30.43,33.45,21.33,20.77,14.61,7.08,2.1,0.49,0.03,0,0,7.53,33.45,63.78,2.63
9548.7,1.61,7.26,26.88,29.2,23.29,24.09,15.57,5.89,1.49,0.31,0,0,0,8.53,29.2,68.84,1.8
9559.05,1.89,7.32,25.03,27.37,24.99,25.65,15.15,4.95,1.35,0.39,0,0,0,8.41,27.37,70.74,1.74
9569.41,1.86,7.07,27.8,28.05,25.67,24.02,13.58,5.56,2.16,0.73,0.08,0,0,7.18,28.05,68.83,2.97
9579.76,1.68,6.47,23.27,31.21,25.9,23.63,13.35,4.67,1,0.08,0,0,0,6.8,31.21,67.55,1.08
9590.11,1.8,7.12,27.74,28.76,24.47,23.16,15.32,6.65,1.36,0.13,0,0,0,6.99,28.76,69.6,1.48
9600.46,2.27,16.28,191.82,18.89,14.87,15.29,11.95,8.81,11.19,13.62,5.25,0.03,0,8.4,18.89,50.92,30.09
9610.81,1.63,7.44,25.94,28.94,22.63,24.64,16.81,5.69,1.09,0.07,0,0,0,9.81,28.94,69.76,1.16
9621.16,1.38,7.08,29.02,32.03,20.94,21.83,16.21,7.01,1.7,0.13,0,0,0,9.34,32.03,65.99,1.84
9631.51,1.34,7.47,39.48,31.72,19.45,19.67,15.27,8.57,2.95,0.39,0.98,0.87,0,8.41,31.72,62.96,5.19
9641.86,1.31,6.58,28.13,33.9,21.43,21.14,14.97,6.6,1.69,0.13,0,0,0,7.77,33.9,64.14,1.82
9652.21,1.01,4.68,25.33,44.29,20.56,16.58,11.1,5.56,1.72,0.06,0,0,0,3.73,44.29,53.8,1.78
9662.56,1.58,9.62,125.07,27.05,17.44,17.09,12.04,7.26,8.99,7.55,2.2,0.26,0,7.59,27.05,53.84,19
9672.92,1.72,9.09,81.82,26.81,18.86,18.56,14.66,8.41,6.7,4.39,1.37,0.12,0,6.9,26.81,60.49,12.58
9683.27,1.26,4.8,19.02,42.14,24.93,18.97,10.08,3.23,0.5,0,0,0,0,4.27,42.14,57.21,0.5
9693.62,1.23,4.14,13.5,47.37,27.63,17.45,6.4,0.99,0,0,0,0,0,4.02,47.37,52.47,0
9703.97,0.89,3.01,13.41,59.82,20.5,11.42,5.22,2.19,0.72,0,0,0,0,2.66,59.82,39.33,0.72
